LogFile Data Coherent Correlation Imaging:

---------------------------- Header -----------------------------------
Image Format Holograms: [960,972]
Image Format Reference-filtered : [960,972]
Image Format Flattened Holograms: [70,70]
Image Format Correlation matrix: [28800,28800]
Format: Float64
---------------------------- Data -----------------------------------
Frame_Nr:	 Timestamp:	 Helicitiy:	 State:	 Mode:	 Topography-Nr:	 Translation_y:	 Translation_x:	 FileName:
1324	 928.629	 -1	 2	 2-5	 7	 0.015	 0.008	 01324.bin	
1325	 929.015	 -1	 2	 2-5	 7	 0.009	 0.000	 01325.bin	
1326	 929.403	 -1	 2	 2-1	 7	 0.004	 -0.004	 01326.bin	
1327	 929.790	 -1	 2	 2-5	 7	 0.017	 0.003	 01327.bin	
1328	 930.177	 -1	 2	 2-5	 7	 0.015	 0.009	 01328.bin	
1329	 930.564	 -1	 2	 2-5	 7	 -0.009	 -0.008	 01329.bin	
1330	 930.951	 -1	 2	 2-5	 7	 0.013	 -0.005	 01330.bin	
1331	 931.338	 -1	 2	 2-5	 7	 -0.002	 -0.002	 01331.bin	
1332	 931.725	 -1	 2	 2-5	 7	 0.005	 -0.002	 01332.bin	
1333	 932.112	 -1	 2	 2-5	 7	 0.025	 0.008	 01333.bin	
1334	 932.499	 -1	 2	 2-5	 7	 -0.014	 -0.000	 01334.bin	
1335	 932.885	 -1	 2	 2-5	 7	 0.006	 -0.003	 01335.bin	
1336	 933.273	 -1	 2	 2-5	 7	 0.012	 0.003	 01336.bin	
1337	 933.660	 -1	 2	 2-5	 7	 -0.014	 -0.002	 01337.bin	
1338	 934.046	 -1	 2	 2-5	 7	 0.010	 0.006	 01338.bin	
1339	 934.434	 -1	 2	 2-5	 7	 -0.007	 -0.005	 01339.bin	
1340	 934.821	 -1	 2	 2-5	 7	 -0.005	 -0.001	 01340.bin	
1341	 935.208	 -1	 2	 2-5	 7	 -0.004	 -0.001	 01341.bin	
1342	 935.595	 -1	 2	 2-5	 7	 0.006	 0.005	 01342.bin	
1343	 935.982	 -1	 2	 2-5	 7	 0.002	 0.002	 01343.bin	
1344	 936.369	 -1	 2	 2-5	 7	 -0.005	 -0.004	 01344.bin	
1345	 936.756	 -1	 2	 2-5	 7	 -0.015	 0.004	 01345.bin	
1346	 937.143	 -1	 2	 2-5	 7	 0.013	 0.002	 01346.bin	
1347	 937.530	 -1	 2	 2-5	 7	 0.004	 0.005	 01347.bin	
1348	 937.917	 -1	 2	 2-5	 7	 -0.006	 0.000	 01348.bin	
1349	 938.302	 -1	 2	 2-5	 7	 0.013	 -0.010	 01349.bin	
1350	 938.690	 -1	 2	 2-5	 7	 0.026	 0.004	 01350.bin	
1351	 939.077	 -1	 2	 2-5	 7	 0.002	 -0.003	 01351.bin	
1352	 939.465	 -1	 2	 2-5	 7	 0.002	 0.001	 01352.bin	
1353	 939.851	 -1	 2	 2-5	 7	 0.017	 0.015	 01353.bin	
1354	 940.238	 -1	 2	 2-5	 7	 0.013	 -0.004	 01354.bin	
1355	 940.625	 -1	 2	 2-5	 7	 0.017	 0.005	 01355.bin	
1356	 941.012	 -1	 2	 2-5	 7	 0.009	 -0.004	 01356.bin	
1357	 941.400	 -1	 2	 2-5	 7	 0.011	 -0.006	 01357.bin	
1358	 941.787	 -1	 2	 2-5	 7	 0.007	 -0.016	 01358.bin	
1359	 942.173	 -1	 2	 2-5	 7	 0.000	 0.002	 01359.bin	
1360	 942.560	 -1	 2	 2-5	 7	 -0.018	 0.013	 01360.bin	
1361	 942.947	 -1	 2	 2-5	 7	 0.005	 -0.017	 01361.bin	
1362	 943.335	 -1	 2	 2-5	 7	 0.019	 0.009	 01362.bin	
1363	 943.721	 -1	 2	 2-5	 7	 -0.011	 -0.003	 01363.bin	
1364	 944.108	 -1	 2	 2-5	 7	 0.000	 -0.002	 01364.bin	
1365	 944.495	 -1	 2	 2-5	 7	 0.012	 0.008	 01365.bin	
1366	 944.883	 -1	 2	 2-5	 7	 0.003	 -0.004	 01366.bin	
1367	 945.269	 -1	 2	 2-5	 7	 -0.004	 0.001	 01367.bin	
1368	 945.656	 -1	 2	 2-5	 7	 0.007	 -0.008	 01368.bin	
1369	 946.043	 -1	 2	 2-5	 7	 -0.016	 -0.007	 01369.bin	
1370	 946.430	 -1	 2	 2-5	 7	 0.006	 0.002	 01370.bin	
1371	 946.817	 -1	 2	 2-5	 7	 -0.001	 -0.009	 01371.bin	
1372	 947.204	 -1	 2	 2-5	 7	 -0.002	 -0.004	 01372.bin	
1373	 947.591	 -1	 2	 2-5	 7	 -0.001	 -0.007	 01373.bin	
1374	 947.978	 -1	 2	 2-5	 7	 0.009	 0.003	 01374.bin	
1375	 948.365	 -1	 2	 2-5	 7	 0.021	 0.000	 01375.bin	
1376	 948.752	 -1	 2	 2-5	 7	 -0.011	 -0.004	 01376.bin	
1377	 949.139	 -1	 2	 2-5	 7	 0.004	 -0.003	 01377.bin	
1378	 949.526	 -1	 2	 2-5	 7	 -0.001	 0.019	 01378.bin	
1379	 949.913	 -1	 2	 2-5	 7	 0.015	 0.002	 01379.bin	
1380	 950.300	 -1	 2	 2-5	 7	 0.004	 -0.004	 01380.bin	
1381	 950.687	 -1	 2	 2-5	 7	 -0.003	 -0.004	 01381.bin	
1382	 951.074	 -1	 2	 2-5	 7	 0.005	 -0.007	 01382.bin	
1383	 951.461	 -1	 2	 2-5	 7	 0.005	 0.002	 01383.bin	
1384	 951.848	 -1	 2	 2-5	 7	 0.002	 -0.003	 01384.bin	
1385	 952.235	 -1	 2	 2-5	 7	 0.011	 -0.008	 01385.bin	
1386	 952.622	 -1	 2	 2-5	 7	 -0.010	 -0.007	 01386.bin	
1387	 953.009	 -1	 2	 2-5	 7	 0.003	 -0.006	 01387.bin	
1388	 953.396	 -1	 2	 2-5	 7	 0.001	 0.002	 01388.bin	
1389	 953.783	 -1	 2	 2-5	 7	 -0.002	 -0.002	 01389.bin	
1390	 954.170	 -1	 2	 2-5	 7	 0.009	 -0.004	 01390.bin	
1391	 954.557	 -1	 2	 2-5	 7	 -0.007	 0.005	 01391.bin	
1392	 954.944	 -1	 2	 2-5	 7	 -0.004	 -0.010	 01392.bin	
1393	 955.331	 -1	 2	 2-5	 7	 0.009	 0.010	 01393.bin	
1394	 955.718	 -1	 2	 2-5	 7	 0.006	 0.015	 01394.bin	
1395	 956.105	 -1	 2	 2-5	 7	 0.004	 -0.003	 01395.bin	
1396	 956.492	 -1	 2	 2-5	 7	 0.014	 -0.005	 01396.bin	
1397	 956.879	 -1	 2	 2-5	 7	 0.006	 0.002	 01397.bin	
1398	 957.266	 -1	 2	 2-5	 7	 -0.006	 -0.002	 01398.bin	
1399	 957.653	 -1	 2	 2-5	 7	 -0.012	 0.001	 01399.bin	
1400	 958.041	 -1	 2	 2-5	 7	 -0.002	 0.000	 01400.bin	
1401	 980.912	 1	 2	 2-5	 8	 0.004	 -0.007	 01401.bin	
1402	 981.299	 1	 2	 2-5	 8	 -0.018	 -0.003	 01402.bin	
1403	 981.686	 1	 2	 2-5	 8	 -0.014	 0.020	 01403.bin	
1404	 982.073	 1	 2	 2-5	 8	 0.009	 -0.007	 01404.bin	
1405	 982.460	 1	 2	 2-5	 8	 -0.009	 -0.006	 01405.bin	
1406	 982.847	 1	 2	 2-5	 8	 0.010	 0.005	 01406.bin	
1407	 983.234	 1	 2	 2-5	 8	 0.006	 0.003	 01407.bin	
1408	 983.620	 1	 2	 2-5	 8	 -0.011	 0.001	 01408.bin	
1409	 984.007	 1	 2	 2-5	 8	 -0.013	 0.015	 01409.bin	
1410	 984.394	 1	 2	 2-5	 8	 0.006	 0.005	 01410.bin	
1411	 984.781	 1	 2	 2-5	 8	 -0.002	 0.003	 01411.bin	
1412	 985.168	 1	 2	 2-5	 8	 -0.013	 0.001	 01412.bin	
1413	 985.556	 1	 2	 2-5	 8	 -0.013	 0.011	 01413.bin	
1414	 985.942	 1	 2	 2-5	 8	 0.006	 0.004	 01414.bin	
1415	 986.329	 1	 2	 2-5	 8	 0.012	 0.004	 01415.bin	
1416	 986.717	 1	 2	 2-5	 8	 -0.021	 0.000	 01416.bin	
1417	 987.103	 1	 2	 2-9	 8	 -0.027	 -0.002	 01417.bin	
1418	 987.491	 1	 2	 2-5	 8	 -0.000	 -0.009	 01418.bin	
1419	 987.877	 1	 2	 2-5	 8	 0.003	 -0.002	 01419.bin	
1420	 988.264	 1	 2	 2-5	 8	 0.009	 -0.004	 01420.bin	
1421	 988.651	 1	 2	 2-5	 8	 0.001	 -0.002	 01421.bin	
1422	 989.038	 1	 2	 2-5	 8	 -0.010	 0.016	 01422.bin	
1423	 989.425	 1	 2	 2-5	 8	 0.001	 -0.004	 01423.bin	
1424	 989.812	 1	 2	 2-5	 8	 -0.014	 0.008	 01424.bin	
1425	 990.200	 1	 2	 2-5	 8	 -0.012	 -0.011	 01425.bin	
1426	 990.587	 1	 2	 2-5	 8	 -0.009	 0.004	 01426.bin	
1427	 990.974	 1	 2	 2-5	 8	 0.001	 -0.002	 01427.bin	
1428	 991.361	 1	 2	 2-5	 8	 -0.006	 0.001	 01428.bin	
1429	 991.747	 1	 2	 2-5	 8	 -0.018	 0.015	 01429.bin	
1430	 992.134	 1	 2	 2-5	 8	 -0.010	 -0.003	 01430.bin	
1431	 992.522	 1	 2	 2-5	 8	 0.020	 0.005	 01431.bin	
1432	 992.909	 1	 2	 2-5	 8	 0.008	 -0.004	 01432.bin	
1433	 993.295	 1	 2	 2-5	 8	 -0.006	 -0.001	 01433.bin	
1434	 993.682	 1	 2	 2-5	 8	 -0.003	 0.003	 01434.bin	
1435	 994.070	 1	 2	 2-5	 8	 0.005	 0.000	 01435.bin	
1436	 994.456	 1	 2	 2-5	 8	 0.001	 -0.017	 01436.bin	
1437	 994.844	 1	 2	 2-5	 8	 0.010	 -0.017	 01437.bin	
1438	 995.231	 1	 2	 2-5	 8	 0.005	 -0.001	 01438.bin	
1439	 995.618	 1	 2	 2-5	 8	 0.001	 -0.005	 01439.bin	
1440	 996.004	 1	 2	 2-5	 8	 -0.015	 -0.003	 01440.bin	
1441	 996.392	 1	 2	 2-5	 8	 0.000	 -0.011	 01441.bin	
1442	 996.778	 1	 2	 2-5	 8	 0.008	 0.006	 01442.bin	
1443	 997.166	 1	 2	 2-5	 8	 -0.014	 -0.002	 01443.bin	
1444	 997.553	 1	 2	 2-5	 8	 -0.020	 -0.005	 01444.bin	
1445	 997.939	 1	 3	 3-1	 8	 0.014	 0.001	 01445.bin	
1446	 998.327	 1	 2	 2-5	 8	 0.021	 -0.003	 01446.bin	
1447	 998.713	 1	 2	 2-5	 8	 -0.002	 0.001	 01447.bin	
1448	 999.100	 1	 2	 2-5	 8	 -0.009	 0.005	 01448.bin	
1449	 999.487	 1	 2	 2-5	 8	 -0.011	 0.010	 01449.bin	
1450	 999.875	 1	 2	 2-5	 8	 0.024	 0.006	 01450.bin	
1451	 1000.261	 1	 2	 2-5	 8	 0.007	 -0.002	 01451.bin	
1452	 1000.648	 1	 2	 2-5	 8	 0.008	 -0.000	 01452.bin	
1453	 1001.035	 1	 2	 2-5	 8	 -0.000	 -0.006	 01453.bin	
1454	 1001.422	 1	 2	 2-5	 8	 0.000	 0.007	 01454.bin	
1455	 1001.809	 1	 2	 2-5	 8	 -0.022	 -0.002	 01455.bin	
1456	 1002.196	 1	 2	 2-5	 8	 0.010	 -0.006	 01456.bin	
1457	 1002.583	 1	 2	 2-5	 8	 0.020	 -0.000	 01457.bin	
1458	 1002.970	 1	 2	 2-5	 8	 -0.000	 -0.015	 01458.bin	
1459	 1003.357	 1	 2	 2-5	 8	 -0.001	 0.003	 01459.bin	
1460	 1003.744	 1	 2	 2-9	 8	 0.004	 0.003	 01460.bin	
1461	 1004.131	 1	 2	 2-5	 8	 0.001	 0.005	 01461.bin	
1462	 1004.518	 1	 2	 2-5	 8	 -0.001	 -0.002	 01462.bin	
1463	 1004.904	 1	 2	 2-5	 8	 0.008	 0.002	 01463.bin	
1464	 1005.292	 1	 2	 2-5	 8	 0.008	 0.012	 01464.bin	
1465	 1005.679	 1	 2	 2-5	 8	 -0.002	 -0.008	 01465.bin	
1466	 1006.066	 1	 2	 2-5	 8	 0.000	 0.008	 01466.bin	
1467	 1006.453	 1	 2	 2-5	 8	 -0.007	 0.005	 01467.bin	
1468	 1006.840	 1	 2	 2-5	 8	 -0.020	 0.002	 01468.bin	
1469	 1007.227	 1	 2	 2-5	 8	 0.011	 0.011	 01469.bin	
1470	 1007.614	 1	 2	 2-5	 8	 -0.008	 0.013	 01470.bin	
1471	 1008.001	 1	 2	 2-5	 8	 0.008	 -0.002	 01471.bin	
1472	 1008.388	 1	 2	 2-5	 8	 0.000	 0.013	 01472.bin	
1473	 1008.775	 1	 2	 2-5	 8	 -0.011	 -0.004	 01473.bin	
1474	 1009.162	 1	 2	 2-4	 8	 0.001	 0.012	 01474.bin	
1475	 1009.549	 1	 2	 2-5	 8	 0.008	 -0.002	 01475.bin	
1476	 1009.936	 1	 2	 2-5	 8	 0.022	 0.000	 01476.bin	
1477	 1010.323	 1	 2	 2-5	 8	 -0.009	 -0.006	 01477.bin	
1478	 1010.710	 1	 2	 2-5	 8	 -0.006	 -0.004	 01478.bin	
1479	 1011.096	 1	 2	 2-5	 8	 0.002	 -0.002	 01479.bin	
1480	 1011.483	 1	 3	 3-1	 8	 0.003	 0.002	 01480.bin	
1481	 1011.871	 1	 2	 2-5	 8	 -0.001	 -0.006	 01481.bin	
1482	 1012.258	 1	 2	 2-5	 8	 -0.010	 -0.002	 01482.bin	
1483	 1012.645	 1	 2	 2-5	 8	 -0.004	 -0.012	 01483.bin	
1484	 1013.032	 1	 2	 2-5	 8	 -0.034	 0.012	 01484.bin	
1485	 1013.419	 1	 2	 2-5	 8	 -0.005	 0.005	 01485.bin	
1486	 1013.806	 1	 2	 2-5	 8	 -0.011	 0.001	 01486.bin	
1487	 1014.193	 1	 2	 2-5	 8	 0.008	 -0.002	 01487.bin	
1488	 1014.580	 1	 2	 2-5	 8	 -0.001	 0.006	 01488.bin	
1489	 1014.966	 1	 2	 2-5	 8	 -0.001	 -0.007	 01489.bin	
1490	 1015.354	 1	 2	 2-5	 8	 0.004	 0.005	 01490.bin	
1491	 1015.741	 1	 2	 2-5	 8	 0.006	 -0.003	 01491.bin	
1492	 1016.128	 1	 2	 2-5	 8	 -0.010	 0.001	 01492.bin	
1493	 1016.515	 1	 2	 2-5	 8	 -0.009	 -0.010	 01493.bin	
1494	 1016.902	 1	 2	 2-5	 8	 0.013	 0.000	 01494.bin	
1495	 1017.289	 1	 2	 2-5	 8	 -0.004	 -0.000	 01495.bin	
1496	 1017.676	 1	 2	 2-5	 8	 0.005	 -0.005	 01496.bin	
1497	 1018.062	 1	 2	 2-5	 8	 -0.011	 0.001	 01497.bin	
1498	 1018.450	 1	 2	 2-5	 8	 -0.015	 0.004	 01498.bin	
1499	 1018.836	 1	 2	 2-5	 8	 -0.006	 -0.002	 01499.bin	
1500	 1019.225	 1	 2	 2-5	 8	 0.000	 -0.008	 01500.bin	
1501	 1041.298	 -1	 2	 2-5	 8	 -0.004	 -0.002	 01501.bin	
1502	 1041.686	 -1	 2	 2-5	 8	 -0.008	 0.004	 01502.bin	
1503	 1042.073	 -1	 2	 2-5	 8	 0.004	 0.001	 01503.bin	
1504	 1042.459	 -1	 2	 2-5	 8	 -0.002	 -0.005	 01504.bin	
1505	 1042.846	 -1	 2	 2-5	 8	 -0.009	 -0.007	 01505.bin	
1506	 1043.234	 -1	 2	 2-5	 8	 -0.016	 -0.003	 01506.bin	
1507	 1043.620	 -1	 2	 2-5	 8	 -0.008	 0.005	 01507.bin	
1508	 1044.007	 -1	 2	 2-5	 8	 0.003	 -0.007	 01508.bin	
1509	 1044.394	 -1	 2	 2-5	 8	 0.007	 0.003	 01509.bin	
1510	 1044.782	 -1	 2	 2-5	 8	 0.004	 -0.005	 01510.bin	
1511	 1045.169	 -1	 2	 2-5	 8	 -0.012	 0.006	 01511.bin	
1512	 1045.556	 -1	 2	 2-5	 8	 -0.010	 0.014	 01512.bin	
1513	 1045.943	 -1	 2	 2-5	 8	 0.007	 -0.005	 01513.bin	
1514	 1046.329	 -1	 2	 2-5	 8	 -0.008	 -0.002	 01514.bin	
1515	 1046.716	 -1	 2	 2-5	 8	 -0.002	 0.001	 01515.bin	
1516	 1047.103	 -1	 2	 2-5	 8	 0.013	 0.003	 01516.bin	
1517	 1047.490	 -1	 2	 2-5	 8	 0.005	 -0.003	 01517.bin	
1518	 1047.878	 -1	 2	 2-5	 8	 -0.008	 0.002	 01518.bin	
1519	 1048.264	 -1	 2	 2-5	 8	 0.007	 -0.004	 01519.bin	
1520	 1048.652	 -1	 2	 2-5	 8	 -0.014	 0.002	 01520.bin	
1521	 1049.038	 -1	 2	 2-5	 8	 -0.007	 0.005	 01521.bin	
1522	 1049.426	 -1	 2	 2-5	 8	 -0.018	 -0.000	 01522.bin	
1523	 1049.813	 -1	 2	 2-5	 8	 0.009	 -0.010	 01523.bin	
1524	 1050.200	 -1	 2	 2-5	 8	 0.003	 0.013	 01524.bin	
1525	 1050.587	 -1	 2	 2-5	 8	 -0.008	 -0.010	 01525.bin	
1526	 1050.973	 -1	 2	 2-5	 8	 -0.001	 0.005	 01526.bin	
1527	 1051.360	 -1	 2	 2-5	 8	 -0.002	 0.005	 01527.bin	
1528	 1051.747	 -1	 2	 2-5	 8	 -0.009	 0.002	 01528.bin	
1529	 1052.135	 -1	 2	 2-5	 8	 -0.003	 0.004	 01529.bin	
1530	 1052.521	 -1	 2	 2-5	 8	 -0.001	 0.002	 01530.bin	
1531	 1052.909	 -1	 2	 2-5	 8	 0.015	 0.014	 01531.bin	
1532	 1053.295	 -1	 2	 2-5	 8	 -0.002	 0.007	 01532.bin	
1533	 1053.682	 -1	 2	 2-5	 8	 -0.011	 -0.017	 01533.bin	
1534	 1054.070	 -1	 2	 2-5	 8	 0.009	 -0.006	 01534.bin	
1535	 1054.457	 -1	 2	 2-5	 8	 -0.008	 -0.008	 01535.bin	
1536	 1054.844	 -1	 2	 2-5	 8	 0.017	 0.005	 01536.bin	
1537	 1055.230	 -1	 2	 2-5	 8	 0.007	 -0.006	 01537.bin	
1538	 1055.617	 -1	 2	 2-5	 8	 -0.005	 -0.016	 01538.bin	
1539	 1056.003	 -1	 2	 2-5	 8	 0.010	 -0.001	 01539.bin	
1540	 1056.391	 -1	 2	 2-5	 8	 0.010	 0.005	 01540.bin	
1541	 1056.778	 -1	 2	 2-5	 8	 0.012	 -0.001	 01541.bin	
1542	 1057.165	 -1	 2	 2-5	 8	 0.000	 -0.010	 01542.bin	
1543	 1057.553	 -1	 2	 2-5	 8	 0.013	 0.007	 01543.bin	
1544	 1057.939	 -1	 2	 2-5	 8	 0.010	 -0.000	 01544.bin	
1545	 1058.327	 -1	 2	 2-5	 8	 0.018	 -0.004	 01545.bin	
1546	 1058.713	 -1	 2	 2-5	 8	 -0.002	 -0.005	 01546.bin	
1547	 1059.100	 -1	 2	 2-5	 8	 0.012	 -0.005	 01547.bin	
1548	 1059.488	 -1	 2	 2-5	 8	 0.000	 -0.001	 01548.bin	
1549	 1059.874	 -1	 2	 2-5	 8	 0.004	 0.006	 01549.bin	
1550	 1060.261	 -1	 2	 2-5	 8	 0.003	 -0.006	 01550.bin	
1551	 1060.648	 -1	 2	 2-5	 8	 0.003	 -0.009	 01551.bin	
1552	 1061.035	 -1	 2	 2-5	 8	 0.007	 0.008	 01552.bin	
1553	 1061.422	 -1	 2	 2-5	 8	 -0.012	 0.003	 01553.bin	
1554	 1061.809	 -1	 2	 2-5	 8	 0.004	 0.008	 01554.bin	
1555	 1062.196	 -1	 2	 2-5	 8	 -0.012	 0.004	 01555.bin	
1556	 1062.583	 -1	 2	 2-5	 8	 -0.004	 0.004	 01556.bin	
1557	 1062.970	 -1	 2	 2-5	 8	 0.001	 0.011	 01557.bin	
1558	 1063.357	 -1	 2	 2-5	 8	 -0.005	 0.001	 01558.bin	
1559	 1063.744	 -1	 2	 2-5	 8	 0.006	 0.008	 01559.bin	
1560	 1064.131	 -1	 2	 2-5	 8	 0.007	 -0.005	 01560.bin	
1561	 1064.518	 -1	 2	 2-5	 8	 0.002	 -0.008	 01561.bin	
1562	 1064.904	 -1	 2	 2-5	 8	 -0.005	 -0.008	 01562.bin	
1563	 1065.291	 -1	 2	 2-5	 8	 0.007	 0.001	 01563.bin	
1564	 1065.679	 -1	 2	 2-5	 8	 -0.001	 -0.001	 01564.bin	
1565	 1066.066	 -1	 2	 2-5	 8	 0.005	 -0.001	 01565.bin	
1566	 1066.453	 -1	 2	 2-5	 8	 0.002	 -0.004	 01566.bin	
1567	 1066.839	 -1	 2	 2-5	 8	 0.003	 0.014	 01567.bin	
1568	 1067.226	 -1	 2	 2-5	 8	 0.011	 0.008	 01568.bin	
1569	 1067.613	 -1	 2	 2-5	 8	 -0.004	 0.003	 01569.bin	
1570	 1068.001	 -1	 2	 2-5	 8	 0.009	 -0.002	 01570.bin	
1571	 1068.387	 -1	 2	 2-5	 8	 0.003	 -0.002	 01571.bin	
1572	 1068.774	 -1	 2	 2-5	 8	 -0.011	 -0.004	 01572.bin	
1573	 1069.161	 -1	 2	 2-5	 8	 -0.009	 -0.005	 01573.bin	
1574	 1069.548	 -1	 2	 2-5	 8	 0.008	 -0.001	 01574.bin	
1575	 1069.936	 -1	 2	 2-5	 8	 0.011	 -0.009	 01575.bin	
1576	 1070.322	 -1	 2	 2-5	 8	 0.022	 0.001	 01576.bin	
1577	 1070.709	 -1	 2	 2-5	 8	 0.003	 0.004	 01577.bin	
1578	 1071.097	 -1	 2	 2-5	 8	 0.009	 -0.007	 01578.bin	
1579	 1071.483	 -1	 2	 2-5	 8	 0.014	 0.010	 01579.bin	
1580	 1071.871	 -1	 2	 2-5	 8	 0.003	 -0.004	 01580.bin	
1581	 1072.257	 -1	 2	 2-5	 8	 -0.012	 0.009	 01581.bin	
1582	 1072.644	 -1	 2	 2-5	 8	 0.002	 -0.003	 01582.bin	
1583	 1073.032	 -1	 2	 2-1	 8	 0.024	 0.006	 01583.bin	
1584	 1073.418	 -1	 2	 2-5	 8	 0.013	 -0.005	 01584.bin	
1585	 1073.806	 -1	 2	 2-5	 8	 -0.000	 -0.010	 01585.bin	
1586	 1074.193	 -1	 2	 2-5	 8	 0.002	 -0.004	 01586.bin	
1587	 1074.580	 -1	 2	 2-5	 8	 -0.012	 -0.006	 01587.bin	
1588	 1074.966	 -1	 2	 2-5	 8	 -0.007	 -0.007	 01588.bin	
1589	 1075.354	 -1	 2	 2-5	 8	 0.003	 -0.006	 01589.bin	
1590	 1075.741	 -1	 2	 2-5	 8	 -0.000	 -0.002	 01590.bin	
1591	 1076.127	 -1	 2	 2-5	 8	 0.008	 -0.003	 01591.bin	
1592	 1076.515	 -1	 2	 2-1	 8	 -0.004	 -0.014	 01592.bin	
1593	 1076.902	 -1	 2	 2-5	 8	 0.003	 -0.006	 01593.bin	
1594	 1077.289	 -1	 2	 2-5	 8	 0.008	 0.006	 01594.bin	
1595	 1077.676	 -1	 2	 2-1	 8	 0.022	 -0.003	 01595.bin	
1596	 1078.063	 -1	 2	 2-5	 8	 0.003	 0.002	 01596.bin	
1597	 1078.450	 -1	 1	 1-1	 8	 -0.004	 0.006	 01597.bin	
1598	 1078.837	 -1	 1	 1-1	 8	 0.009	 -0.003	 01598.bin	
1599	 1079.223	 -1	 1	 1-1	 8	 0.005	 0.011	 01599.bin	
1600	 1079.612	 -1	 1	 1-1	 8	 0.003	 0.007	 01600.bin	
1601	 1102.704	 1	 2	 2-5	 9	 -0.006	 -0.004	 01601.bin	
1602	 1103.089	 1	 2	 2-5	 9	 -0.021	 0.002	 01602.bin	
1603	 1103.477	 1	 2	 2-5	 9	 0.003	 0.001	 01603.bin	
1604	 1103.865	 1	 2	 2-5	 9	 -0.003	 0.007	 01604.bin	
1605	 1104.252	 1	 2	 2-5	 9	 -0.012	 0.001	 01605.bin	
1606	 1104.639	 1	 2	 2-5	 9	 0.003	 0.009	 01606.bin	
1607	 1105.026	 1	 2	 2-5	 9	 0.005	 0.005	 01607.bin	
1608	 1105.413	 1	 2	 2-5	 9	 0.001	 0.015	 01608.bin	
1609	 1105.799	 1	 2	 2-5	 9	 -0.001	 0.001	 01609.bin	
1610	 1106.187	 1	 2	 2-5	 9	 -0.006	 -0.000	 01610.bin	
1611	 1106.574	 1	 2	 2-5	 9	 -0.022	 -0.008	 01611.bin	
1612	 1106.961	 1	 2	 2-5	 9	 -0.003	 0.021	 01612.bin	
1613	 1107.347	 1	 2	 2-5	 9	 0.008	 -0.002	 01613.bin	
1614	 1107.735	 1	 2	 2-5	 9	 0.005	 0.004	 01614.bin	
1615	 1108.121	 1	 2	 2-5	 9	 -0.006	 0.005	 01615.bin	
1616	 1108.509	 1	 2	 2-5	 9	 -0.000	 0.005	 01616.bin	
1617	 1108.895	 1	 2	 2-5	 9	 -0.019	 -0.002	 01617.bin	
1618	 1109.282	 1	 2	 2-5	 9	 -0.003	 0.002	 01618.bin	
1619	 1109.669	 1	 2	 2-5	 9	 -0.003	 -0.002	 01619.bin	
1620	 1110.056	 1	 2	 2-5	 9	 -0.010	 -0.012	 01620.bin	
1621	 1110.443	 1	 2	 2-5	 9	 -0.004	 -0.001	 01621.bin	
1622	 1110.830	 1	 2	 2-5	 9	 -0.014	 -0.005	 01622.bin	
1623	 1111.218	 1	 2	 2-5	 9	 0.004	 0.014	 01623.bin	
1624	 1111.604	 1	 2	 2-5	 9	 -0.007	 0.001	 01624.bin	
1625	 1111.991	 1	 2	 2-5	 9	 0.006	 0.002	 01625.bin	
1626	 1112.378	 1	 2	 2-5	 9	 0.013	 0.001	 01626.bin	
1627	 1112.765	 1	 2	 2-5	 9	 -0.015	 0.003	 01627.bin	
1628	 1113.152	 1	 2	 2-5	 9	 0.020	 -0.003	 01628.bin	
1629	 1113.539	 1	 2	 2-5	 9	 -0.000	 0.005	 01629.bin	
1630	 1113.926	 1	 2	 2-5	 9	 0.012	 -0.000	 01630.bin	
1631	 1114.313	 1	 2	 2-5	 9	 -0.015	 -0.014	 01631.bin	
1632	 1114.700	 1	 2	 2-5	 9	 0.010	 0.001	 01632.bin	
1633	 1115.087	 1	 2	 2-5	 9	 -0.009	 0.010	 01633.bin	
1634	 1115.474	 1	 2	 2-5	 9	 -0.012	 0.007	 01634.bin	
1635	 1115.861	 1	 2	 2-5	 9	 -0.006	 0.006	 01635.bin	
1636	 1116.248	 1	 2	 2-5	 9	 -0.003	 -0.013	 01636.bin	
1637	 1116.635	 1	 2	 2-5	 9	 -0.007	 -0.006	 01637.bin	
1638	 1117.022	 1	 2	 2-9	 9	 0.007	 0.000	 01638.bin	
1639	 1117.409	 1	 2	 2-5	 9	 -0.024	 -0.010	 01639.bin	
1640	 1117.796	 1	 2	 2-5	 9	 -0.001	 0.008	 01640.bin	
1641	 1118.183	 1	 2	 2-5	 9	 -0.009	 0.003	 01641.bin	
1642	 1118.570	 1	 2	 2-5	 9	 -0.003	 -0.000	 01642.bin	
1643	 1118.957	 1	 2	 2-5	 9	 -0.008	 -0.007	 01643.bin	
1644	 1119.344	 1	 2	 2-5	 9	 0.005	 -0.010	 01644.bin	
1645	 1119.731	 1	 2	 2-5	 9	 0.018	 -0.002	 01645.bin	
1646	 1120.118	 1	 2	 2-5	 9	 -0.027	 -0.010	 01646.bin	
1647	 1120.505	 1	 2	 2-5	 9	 0.000	 -0.004	 01647.bin	
1648	 1120.892	 1	 2	 2-5	 9	 -0.004	 -0.002	 01648.bin	
1649	 1121.279	 1	 2	 2-5	 9	 0.011	 0.005	 01649.bin	
1650	 1121.666	 1	 2	 2-5	 9	 0.024	 0.002	 01650.bin	
