LogFile Data Coherent Correlation Imaging:

---------------------------- Header -----------------------------------
Image Format Holograms: [960,972]
Image Format Reference-filtered : [960,972]
Image Format Flattened Holograms: [70,70]
Image Format Correlation matrix: [28800,28800]
Format: Float64
---------------------------- Data -----------------------------------
Frame_Nr:	 Timestamp:	 Helicitiy:	 State:	 Mode:	 Topography-Nr:	 Translation_y:	 Translation_x:	 FileName:
652	 513.978	 1	 1	 1-2	 4	 0.003	 -0.009	 00652.bin	
653	 514.365	 1	 1	 1-2	 4	 0.008	 -0.006	 00653.bin	
654	 514.752	 1	 1	 1-1	 4	 -0.012	 0.002	 00654.bin	
655	 515.139	 1	 1	 1-1	 4	 -0.005	 -0.005	 00655.bin	
656	 515.525	 1	 1	 1-4	 4	 -0.004	 -0.006	 00656.bin	
657	 515.913	 1	 1	 1-1	 4	 -0.016	 0.003	 00657.bin	
658	 516.300	 1	 1	 1-1	 4	 -0.003	 0.002	 00658.bin	
659	 516.687	 1	 1	 1-1	 4	 0.007	 -0.002	 00659.bin	
660	 517.074	 1	 1	 1-1	 4	 -0.011	 -0.016	 00660.bin	
661	 517.461	 1	 1	 1-1	 4	 0.001	 -0.003	 00661.bin	
662	 517.847	 1	 1	 1-1	 4	 -0.007	 -0.008	 00662.bin	
663	 518.234	 1	 1	 1-1	 4	 -0.022	 -0.009	 00663.bin	
664	 518.622	 1	 1	 1-1	 4	 -0.007	 -0.006	 00664.bin	
665	 519.008	 1	 1	 1-1	 4	 0.004	 -0.003	 00665.bin	
666	 519.396	 1	 1	 1-1	 4	 -0.001	 -0.008	 00666.bin	
667	 519.783	 1	 1	 1-1	 4	 -0.010	 -0.005	 00667.bin	
668	 520.170	 1	 1	 1-1	 4	 -0.005	 -0.010	 00668.bin	
669	 520.557	 1	 1	 1-1	 4	 -0.014	 -0.004	 00669.bin	
670	 520.943	 1	 1	 1-1	 4	 -0.000	 0.001	 00670.bin	
671	 521.331	 1	 1	 1-1	 4	 -0.020	 -0.003	 00671.bin	
672	 521.718	 1	 1	 1-1	 4	 -0.002	 0.000	 00672.bin	
673	 522.104	 1	 1	 1-1	 4	 0.007	 -0.001	 00673.bin	
674	 522.491	 1	 1	 1-1	 4	 0.005	 0.001	 00674.bin	
675	 522.878	 1	 1	 1-4	 4	 -0.014	 -0.009	 00675.bin	
676	 523.265	 1	 1	 1-4	 4	 0.009	 -0.005	 00676.bin	
677	 523.653	 1	 1	 1-1	 4	 0.006	 -0.005	 00677.bin	
678	 524.039	 1	 1	 1-1	 4	 0.009	 -0.004	 00678.bin	
679	 524.427	 1	 1	 1-1	 4	 -0.015	 -0.003	 00679.bin	
680	 524.813	 1	 1	 1-1	 4	 -0.009	 -0.010	 00680.bin	
681	 525.201	 1	 1	 1-1	 4	 -0.003	 -0.010	 00681.bin	
682	 525.587	 1	 1	 1-1	 4	 -0.003	 -0.001	 00682.bin	
683	 525.975	 1	 1	 1-1	 4	 -0.014	 -0.013	 00683.bin	
684	 526.362	 1	 1	 1-1	 4	 -0.018	 0.017	 00684.bin	
685	 526.748	 1	 1	 1-2	 4	 0.002	 -0.007	 00685.bin	
686	 527.135	 1	 1	 1-1	 4	 -0.016	 -0.007	 00686.bin	
687	 527.522	 1	 1	 1-4	 4	 -0.002	 0.000	 00687.bin	
688	 527.909	 1	 1	 1-1	 4	 -0.007	 0.007	 00688.bin	
689	 528.296	 1	 1	 1-1	 4	 0.011	 0.007	 00689.bin	
690	 528.683	 1	 1	 1-1	 4	 -0.004	 -0.009	 00690.bin	
691	 529.070	 1	 1	 1-1	 4	 -0.019	 -0.005	 00691.bin	
692	 529.458	 1	 1	 1-1	 4	 -0.009	 -0.011	 00692.bin	
693	 529.844	 1	 1	 1-1	 4	 -0.001	 0.006	 00693.bin	
694	 530.231	 1	 1	 1-2	 4	 -0.002	 0.005	 00694.bin	
695	 530.618	 1	 1	 1-1	 4	 -0.007	 -0.004	 00695.bin	
696	 531.004	 1	 1	 1-4	 4	 -0.020	 0.003	 00696.bin	
697	 531.392	 1	 1	 1-1	 4	 0.010	 -0.004	 00697.bin	
698	 531.779	 1	 1	 1-1	 4	 -0.008	 -0.015	 00698.bin	
699	 532.166	 1	 1	 1-4	 4	 -0.010	 -0.004	 00699.bin	
700	 532.554	 1	 1	 1-1	 4	 0.004	 -0.002	 00700.bin	
701	 555.083	 -1	 1	 1-4	 4	 0.002	 -0.007	 00701.bin	
702	 555.470	 -1	 1	 1-1	 4	 -0.001	 -0.010	 00702.bin	
703	 555.857	 -1	 1	 1-1	 4	 -0.017	 -0.008	 00703.bin	
704	 556.243	 -1	 1	 1-4	 4	 -0.008	 0.003	 00704.bin	
705	 556.631	 -1	 1	 1-4	 4	 0.004	 0.002	 00705.bin	
706	 557.017	 -1	 1	 1-4	 4	 0.009	 0.007	 00706.bin	
707	 557.405	 -1	 1	 1-4	 4	 -0.002	 0.007	 00707.bin	
708	 557.791	 -1	 1	 1-4	 4	 0.007	 0.001	 00708.bin	
709	 558.178	 -1	 1	 1-4	 4	 0.017	 -0.007	 00709.bin	
710	 558.565	 -1	 1	 1-1	 4	 0.020	 0.003	 00710.bin	
711	 558.953	 -1	 1	 1-4	 4	 0.002	 -0.010	 00711.bin	
712	 559.339	 -1	 1	 1-4	 4	 0.001	 0.005	 00712.bin	
713	 559.727	 -1	 1	 1-4	 4	 0.006	 0.009	 00713.bin	
714	 560.113	 -1	 1	 1-4	 4	 0.025	 0.007	 00714.bin	
715	 560.500	 -1	 1	 1-4	 4	 0.001	 0.007	 00715.bin	
716	 560.887	 -1	 1	 1-4	 4	 -0.011	 0.006	 00716.bin	
717	 561.275	 -1	 1	 1-1	 4	 0.006	 0.013	 00717.bin	
718	 561.661	 -1	 1	 1-1	 4	 -0.007	 0.012	 00718.bin	
719	 562.048	 -1	 1	 1-4	 4	 0.011	 0.002	 00719.bin	
720	 562.435	 -1	 1	 1-4	 4	 0.005	 0.003	 00720.bin	
721	 562.822	 -1	 1	 1-1	 4	 0.011	 -0.000	 00721.bin	
722	 563.209	 -1	 1	 1-1	 4	 0.020	 -0.004	 00722.bin	
723	 563.596	 -1	 1	 1-4	 4	 -0.001	 0.006	 00723.bin	
724	 563.984	 -1	 1	 1-1	 4	 0.022	 0.004	 00724.bin	
725	 564.370	 -1	 1	 1-4	 4	 0.008	 0.009	 00725.bin	
726	 564.757	 -1	 1	 1-4	 4	 0.002	 0.001	 00726.bin	
727	 565.144	 -1	 1	 1-4	 4	 0.009	 0.000	 00727.bin	
728	 565.531	 -1	 1	 1-4	 4	 0.003	 -0.008	 00728.bin	
729	 565.918	 -1	 1	 1-4	 4	 0.002	 -0.002	 00729.bin	
730	 566.305	 -1	 1	 1-4	 4	 0.023	 -0.004	 00730.bin	
731	 566.692	 -1	 1	 1-4	 4	 -0.007	 0.001	 00731.bin	
732	 567.079	 -1	 1	 1-4	 4	 -0.006	 -0.000	 00732.bin	
733	 567.466	 -1	 1	 1-4	 4	 0.005	 -0.001	 00733.bin	
734	 567.853	 -1	 1	 1-4	 4	 -0.004	 0.004	 00734.bin	
735	 568.240	 -1	 1	 1-4	 4	 0.022	 0.003	 00735.bin	
736	 568.627	 -1	 1	 1-4	 4	 0.002	 0.005	 00736.bin	
737	 569.014	 -1	 1	 1-4	 4	 0.005	 0.003	 00737.bin	
738	 569.401	 -1	 1	 1-1	 4	 0.008	 0.010	 00738.bin	
739	 569.788	 -1	 1	 1-1	 4	 -0.005	 0.011	 00739.bin	
740	 570.175	 -1	 1	 1-1	 4	 0.025	 0.013	 00740.bin	
741	 570.562	 -1	 1	 1-1	 4	 0.025	 0.010	 00741.bin	
742	 570.949	 -1	 1	 1-4	 4	 0.008	 0.010	 00742.bin	
743	 571.336	 -1	 1	 1-4	 4	 0.003	 -0.001	 00743.bin	
744	 571.723	 -1	 1	 1-1	 4	 -0.009	 0.007	 00744.bin	
745	 572.110	 -1	 1	 1-2	 4	 -0.001	 0.005	 00745.bin	
746	 572.497	 -1	 1	 1-4	 4	 -0.004	 -0.006	 00746.bin	
747	 572.884	 -1	 1	 1-4	 4	 0.016	 -0.004	 00747.bin	
748	 573.271	 -1	 1	 1-1	 4	 -0.001	 -0.007	 00748.bin	
749	 573.658	 -1	 1	 1-1	 4	 -0.010	 0.005	 00749.bin	
750	 574.045	 -1	 1	 1-1	 4	 0.019	 0.009	 00750.bin	
751	 574.431	 -1	 1	 1-1	 4	 0.001	 -0.006	 00751.bin	
752	 574.819	 -1	 1	 1-1	 4	 -0.000	 -0.010	 00752.bin	
753	 575.205	 -1	 1	 1-1	 4	 -0.003	 0.002	 00753.bin	
754	 575.593	 -1	 1	 1-1	 4	 0.015	 0.022	 00754.bin	
755	 575.979	 -1	 1	 1-1	 4	 0.004	 0.005	 00755.bin	
756	 576.367	 -1	 1	 1-1	 4	 0.001	 -0.008	 00756.bin	
757	 576.754	 -1	 1	 1-4	 4	 0.011	 -0.007	 00757.bin	
758	 577.141	 -1	 1	 1-1	 4	 0.011	 0.009	 00758.bin	
759	 577.528	 -1	 1	 1-1	 4	 0.010	 -0.001	 00759.bin	
760	 577.915	 -1	 1	 1-1	 4	 0.018	 0.000	 00760.bin	
761	 578.302	 -1	 1	 1-1	 4	 -0.003	 0.011	 00761.bin	
762	 578.689	 -1	 1	 1-1	 4	 0.002	 0.003	 00762.bin	
763	 579.075	 -1	 1	 1-1	 4	 0.001	 0.001	 00763.bin	
764	 579.463	 -1	 1	 1-1	 4	 0.024	 0.004	 00764.bin	
765	 579.849	 -1	 1	 1-1	 4	 0.021	 -0.003	 00765.bin	
766	 580.237	 -1	 1	 1-1	 4	 0.008	 0.012	 00766.bin	
767	 580.623	 -1	 1	 1-1	 4	 -0.020	 0.001	 00767.bin	
768	 581.011	 -1	 1	 1-1	 4	 0.035	 -0.003	 00768.bin	
769	 581.398	 -1	 1	 1-1	 4	 -0.005	 0.003	 00769.bin	
770	 581.785	 -1	 1	 1-1	 4	 0.007	 0.002	 00770.bin	
771	 582.172	 -1	 1	 1-1	 4	 0.007	 -0.013	 00771.bin	
772	 582.559	 -1	 1	 1-1	 4	 0.009	 0.010	 00772.bin	
773	 582.945	 -1	 1	 1-1	 4	 -0.006	 -0.006	 00773.bin	
774	 583.333	 -1	 1	 1-1	 4	 0.014	 -0.009	 00774.bin	
775	 583.719	 -1	 1	 1-1	 4	 0.016	 0.001	 00775.bin	
776	 584.106	 -1	 1	 1-1	 4	 0.026	 0.006	 00776.bin	
777	 584.493	 -1	 1	 1-1	 4	 0.010	 -0.004	 00777.bin	
778	 584.881	 -1	 1	 1-1	 4	 -0.007	 0.001	 00778.bin	
779	 585.267	 -1	 1	 1-1	 4	 0.018	 0.007	 00779.bin	
780	 585.654	 -1	 1	 1-1	 4	 0.006	 0.000	 00780.bin	
781	 586.041	 -1	 1	 1-1	 4	 0.011	 0.019	 00781.bin	
782	 586.428	 -1	 1	 1-1	 4	 0.000	 0.014	 00782.bin	
783	 586.815	 -1	 1	 1-1	 4	 0.009	 -0.005	 00783.bin	
784	 587.203	 -1	 1	 1-1	 4	 0.013	 0.000	 00784.bin	
785	 587.589	 -1	 1	 1-1	 4	 -0.010	 0.006	 00785.bin	
786	 587.976	 -1	 1	 1-1	 4	 -0.000	 -0.000	 00786.bin	
787	 588.363	 -1	 1	 1-1	 4	 0.006	 0.002	 00787.bin	
788	 588.750	 -1	 1	 1-1	 4	 0.027	 0.003	 00788.bin	
789	 589.137	 -1	 1	 1-1	 4	 0.003	 0.000	 00789.bin	
790	 589.523	 -1	 1	 1-4	 4	 0.009	 0.007	 00790.bin	
791	 589.911	 -1	 1	 1-1	 4	 -0.002	 -0.009	 00791.bin	
792	 590.298	 -1	 1	 1-1	 4	 0.008	 0.012	 00792.bin	
793	 590.686	 -1	 1	 1-1	 4	 0.005	 0.002	 00793.bin	
794	 591.073	 -1	 1	 1-1	 4	 -0.023	 0.005	 00794.bin	
795	 591.459	 -1	 1	 1-1	 4	 0.015	 0.011	 00795.bin	
796	 591.846	 -1	 1	 1-1	 4	 0.013	 0.003	 00796.bin	
797	 592.233	 -1	 1	 1-1	 4	 -0.011	 -0.000	 00797.bin	
798	 592.620	 -1	 1	 1-1	 4	 0.009	 -0.000	 00798.bin	
799	 593.007	 -1	 1	 1-1	 4	 0.002	 0.007	 00799.bin	
800	 593.396	 -1	 1	 1-1	 4	 0.000	 -0.013	 00800.bin	
801	 615.673	 1	 1	 1-1	 5	 0.014	 -0.024	 00801.bin	
802	 616.061	 1	 1	 1-1	 5	 0.001	 -0.029	 00802.bin	
803	 616.447	 1	 1	 1-1	 5	 0.006	 -0.019	 00803.bin	
804	 616.834	 1	 1	 1-1	 5	 0.006	 -0.026	 00804.bin	
805	 617.222	 1	 1	 1-1	 5	 -0.017	 -0.027	 00805.bin	
806	 617.608	 1	 1	 1-1	 5	 0.020	 -0.038	 00806.bin	
807	 617.994	 1	 1	 1-1	 5	 0.002	 -0.030	 00807.bin	
808	 618.382	 1	 1	 1-1	 5	 0.016	 -0.025	 00808.bin	
809	 618.769	 1	 1	 1-1	 5	 0.012	 -0.026	 00809.bin	
810	 619.157	 1	 1	 1-1	 5	 -0.007	 -0.014	 00810.bin	
811	 619.543	 1	 1	 1-1	 5	 -0.005	 -0.023	 00811.bin	
812	 619.930	 1	 1	 1-1	 5	 0.008	 -0.016	 00812.bin	
813	 620.318	 1	 1	 1-1	 5	 -0.003	 -0.013	 00813.bin	
814	 620.704	 1	 1	 1-1	 5	 0.013	 -0.016	 00814.bin	
815	 621.091	 1	 1	 1-1	 5	 0.006	 -0.010	 00815.bin	
816	 621.478	 1	 1	 1-1	 5	 0.004	 -0.016	 00816.bin	
817	 621.865	 1	 1	 1-1	 5	 0.010	 -0.009	 00817.bin	
818	 622.252	 1	 1	 1-1	 5	 0.007	 -0.005	 00818.bin	
819	 622.638	 1	 1	 1-1	 5	 0.008	 -0.012	 00819.bin	
820	 623.027	 1	 1	 1-1	 5	 -0.004	 -0.013	 00820.bin	
821	 623.414	 1	 1	 1-1	 5	 0.015	 -0.019	 00821.bin	
822	 623.800	 1	 1	 1-1	 5	 -0.003	 -0.010	 00822.bin	
823	 624.187	 1	 1	 1-1	 5	 0.009	 -0.018	 00823.bin	
824	 624.574	 1	 1	 1-1	 5	 0.010	 -0.003	 00824.bin	
825	 624.960	 1	 1	 1-1	 5	 0.001	 -0.016	 00825.bin	
826	 625.349	 1	 1	 1-1	 5	 0.003	 -0.012	 00826.bin	
827	 625.734	 1	 1	 1-1	 5	 -0.012	 -0.020	 00827.bin	
828	 626.122	 1	 1	 1-1	 5	 0.006	 -0.013	 00828.bin	
829	 626.509	 1	 1	 1-1	 5	 0.014	 -0.012	 00829.bin	
830	 626.896	 1	 1	 1-1	 5	 0.011	 -0.016	 00830.bin	
831	 627.283	 1	 1	 1-1	 5	 0.007	 -0.011	 00831.bin	
832	 627.670	 1	 1	 1-1	 5	 0.012	 -0.005	 00832.bin	
833	 628.057	 1	 1	 1-1	 5	 0.006	 0.002	 00833.bin	
834	 628.444	 1	 1	 1-1	 5	 0.008	 -0.008	 00834.bin	
835	 628.830	 1	 1	 1-1	 5	 -0.005	 -0.011	 00835.bin	
836	 629.218	 1	 1	 1-2	 5	 -0.000	 -0.010	 00836.bin	
837	 629.605	 1	 1	 1-1	 5	 0.010	 -0.016	 00837.bin	
838	 629.991	 1	 1	 1-1	 5	 0.019	 -0.022	 00838.bin	
839	 630.379	 1	 1	 1-1	 5	 0.009	 -0.010	 00839.bin	
840	 630.766	 1	 1	 1-1	 5	 -0.010	 -0.005	 00840.bin	
841	 631.153	 1	 1	 1-1	 5	 -0.002	 -0.012	 00841.bin	
842	 631.540	 1	 1	 1-1	 5	 0.017	 -0.027	 00842.bin	
843	 631.926	 1	 1	 1-1	 5	 0.012	 -0.017	 00843.bin	
844	 632.313	 1	 1	 1-1	 5	 0.003	 -0.008	 00844.bin	
845	 632.701	 1	 1	 1-1	 5	 -0.001	 -0.013	 00845.bin	
846	 633.088	 1	 1	 1-1	 5	 0.008	 -0.003	 00846.bin	
847	 633.475	 1	 1	 1-2	 5	 0.016	 -0.004	 00847.bin	
848	 633.862	 1	 1	 1-1	 5	 0.006	 -0.013	 00848.bin	
849	 634.249	 1	 1	 1-1	 5	 0.007	 -0.003	 00849.bin	
850	 634.636	 1	 1	 1-1	 5	 -0.007	 -0.012	 00850.bin	
851	 635.022	 1	 1	 1-1	 5	 0.004	 -0.015	 00851.bin	
852	 635.410	 1	 1	 1-1	 5	 0.017	 -0.017	 00852.bin	
853	 635.797	 1	 1	 1-1	 5	 -0.013	 -0.015	 00853.bin	
854	 636.184	 1	 1	 1-1	 5	 0.001	 -0.012	 00854.bin	
855	 636.571	 1	 1	 1-1	 5	 0.011	 -0.013	 00855.bin	
856	 636.958	 1	 1	 1-1	 5	 -0.001	 -0.015	 00856.bin	
857	 637.345	 1	 1	 1-1	 5	 0.013	 -0.012	 00857.bin	
858	 637.732	 1	 1	 1-1	 5	 0.005	 -0.004	 00858.bin	
859	 638.119	 1	 1	 1-1	 5	 0.003	 -0.008	 00859.bin	
860	 638.506	 1	 1	 1-2	 5	 0.000	 -0.020	 00860.bin	
861	 638.892	 1	 1	 1-1	 5	 0.006	 -0.015	 00861.bin	
862	 639.280	 1	 1	 1-1	 5	 0.027	 -0.012	 00862.bin	
863	 639.667	 1	 1	 1-1	 5	 0.001	 -0.010	 00863.bin	
864	 640.054	 1	 1	 1-1	 5	 0.006	 -0.010	 00864.bin	
865	 640.441	 1	 1	 1-1	 5	 0.007	 -0.017	 00865.bin	
866	 640.827	 1	 1	 1-1	 5	 0.031	 -0.015	 00866.bin	
867	 641.215	 1	 1	 1-1	 5	 -0.009	 -0.014	 00867.bin	
868	 641.602	 1	 1	 1-1	 5	 0.003	 -0.015	 00868.bin	
869	 641.989	 1	 1	 1-1	 5	 0.016	 -0.011	 00869.bin	
870	 642.376	 1	 1	 1-1	 5	 0.007	 -0.011	 00870.bin	
871	 642.763	 1	 1	 1-1	 5	 -0.009	 -0.006	 00871.bin	
872	 643.150	 1	 1	 1-1	 5	 0.000	 -0.014	 00872.bin	
873	 643.537	 1	 1	 1-1	 5	 0.026	 -0.013	 00873.bin	
874	 643.924	 1	 1	 1-1	 5	 -0.007	 -0.014	 00874.bin	
875	 644.311	 1	 1	 1-1	 5	 0.006	 -0.015	 00875.bin	
876	 644.698	 1	 1	 1-1	 5	 -0.001	 -0.008	 00876.bin	
877	 645.084	 1	 1	 1-1	 5	 0.019	 -0.008	 00877.bin	
878	 645.471	 1	 1	 1-1	 5	 0.027	 -0.022	 00878.bin	
879	 645.859	 1	 1	 1-1	 5	 0.018	 -0.009	 00879.bin	
880	 646.245	 1	 1	 1-1	 5	 -0.001	 -0.007	 00880.bin	
881	 646.632	 1	 1	 1-1	 5	 -0.019	 -0.012	 00881.bin	
882	 647.019	 1	 1	 1-1	 5	 0.010	 -0.012	 00882.bin	
883	 647.407	 1	 1	 1-1	 5	 -0.006	 -0.023	 00883.bin	
884	 647.793	 1	 1	 1-1	 5	 0.001	 -0.012	 00884.bin	
885	 648.180	 1	 1	 1-1	 5	 0.004	 -0.017	 00885.bin	
886	 648.567	 1	 1	 1-1	 5	 -0.008	 -0.016	 00886.bin	
887	 648.954	 1	 1	 1-1	 5	 0.007	 -0.026	 00887.bin	
888	 649.342	 1	 1	 1-1	 5	 -0.006	 -0.032	 00888.bin	
889	 649.728	 1	 1	 1-1	 5	 0.020	 -0.008	 00889.bin	
890	 650.115	 1	 1	 1-1	 5	 0.013	 -0.005	 00890.bin	
891	 650.502	 1	 1	 1-1	 5	 0.003	 -0.012	 00891.bin	
892	 650.889	 1	 1	 1-1	 5	 0.002	 -0.013	 00892.bin	
893	 651.276	 1	 1	 1-1	 5	 0.020	 -0.013	 00893.bin	
894	 651.663	 1	 1	 1-1	 5	 -0.001	 -0.020	 00894.bin	
895	 652.050	 1	 1	 1-1	 5	 0.006	 -0.019	 00895.bin	
896	 652.437	 1	 1	 1-1	 5	 0.011	 -0.015	 00896.bin	
897	 652.823	 1	 1	 1-1	 5	 -0.013	 -0.012	 00897.bin	
898	 653.211	 1	 1	 1-1	 5	 -0.005	 -0.011	 00898.bin	
899	 653.598	 1	 1	 1-1	 5	 0.024	 -0.004	 00899.bin	
900	 653.986	 1	 1	 1-1	 5	 0.006	 -0.024	 00900.bin	
901	 676.003	 -1	 1	 1-1	 5	 0.014	 -0.024	 00901.bin	
902	 676.391	 -1	 1	 1-1	 5	 0.001	 -0.029	 00902.bin	
903	 676.778	 -1	 1	 1-1	 5	 0.006	 -0.019	 00903.bin	
904	 677.164	 -1	 1	 1-1	 5	 0.006	 -0.026	 00904.bin	
905	 677.552	 -1	 1	 1-1	 5	 -0.017	 -0.027	 00905.bin	
906	 677.939	 -1	 1	 1-1	 5	 0.020	 -0.038	 00906.bin	
907	 678.326	 -1	 1	 1-4	 5	 0.002	 -0.030	 00907.bin	
908	 678.712	 -1	 1	 1-1	 5	 0.016	 -0.025	 00908.bin	
909	 679.099	 -1	 1	 1-1	 5	 0.012	 -0.026	 00909.bin	
910	 679.486	 -1	 1	 1-1	 5	 -0.007	 -0.014	 00910.bin	
911	 679.873	 -1	 1	 1-1	 5	 -0.005	 -0.023	 00911.bin	
912	 680.260	 -1	 1	 1-1	 5	 0.008	 -0.016	 00912.bin	
913	 680.647	 -1	 1	 1-1	 5	 -0.003	 -0.013	 00913.bin	
914	 681.034	 -1	 1	 1-1	 5	 0.013	 -0.016	 00914.bin	
915	 681.422	 -1	 1	 1-1	 5	 0.006	 -0.010	 00915.bin	
916	 681.808	 -1	 1	 1-1	 5	 0.004	 -0.016	 00916.bin	
917	 682.195	 -1	 1	 1-1	 5	 0.010	 -0.009	 00917.bin	
918	 682.582	 -1	 1	 1-1	 5	 0.007	 -0.005	 00918.bin	
919	 682.968	 -1	 1	 1-1	 5	 0.008	 -0.012	 00919.bin	
920	 683.356	 -1	 1	 1-1	 5	 -0.004	 -0.013	 00920.bin	
921	 683.743	 -1	 1	 1-4	 5	 0.015	 -0.019	 00921.bin	
922	 684.130	 -1	 1	 1-1	 5	 -0.003	 -0.010	 00922.bin	
923	 684.516	 -1	 1	 1-1	 5	 0.009	 -0.018	 00923.bin	
924	 684.904	 -1	 1	 1-1	 5	 0.010	 -0.003	 00924.bin	
925	 685.291	 -1	 1	 1-1	 5	 0.001	 -0.016	 00925.bin	
926	 685.678	 -1	 1	 1-1	 5	 0.003	 -0.012	 00926.bin	
927	 686.064	 -1	 1	 1-1	 5	 -0.012	 -0.020	 00927.bin	
928	 686.451	 -1	 1	 1-1	 5	 0.006	 -0.013	 00928.bin	
929	 686.838	 -1	 1	 1-1	 5	 0.014	 -0.012	 00929.bin	
930	 687.226	 -1	 1	 1-1	 5	 0.011	 -0.016	 00930.bin	
931	 687.613	 -1	 1	 1-1	 5	 0.007	 -0.011	 00931.bin	
932	 688.000	 -1	 1	 1-4	 5	 0.012	 -0.005	 00932.bin	
933	 688.387	 -1	 1	 1-4	 5	 0.006	 0.002	 00933.bin	
934	 688.773	 -1	 1	 1-1	 5	 0.008	 -0.008	 00934.bin	
935	 689.161	 -1	 1	 1-1	 5	 -0.005	 -0.011	 00935.bin	
936	 689.547	 -1	 1	 1-1	 5	 -0.000	 -0.010	 00936.bin	
937	 689.935	 -1	 1	 1-1	 5	 0.010	 -0.016	 00937.bin	
938	 690.322	 -1	 1	 1-1	 5	 0.019	 -0.022	 00938.bin	
939	 690.709	 -1	 1	 1-1	 5	 0.009	 -0.010	 00939.bin	
940	 691.096	 -1	 1	 1-2	 5	 -0.010	 -0.005	 00940.bin	
941	 691.483	 -1	 1	 1-1	 5	 -0.002	 -0.012	 00941.bin	
942	 691.870	 -1	 1	 1-4	 5	 0.017	 -0.027	 00942.bin	
943	 692.257	 -1	 1	 1-4	 5	 0.012	 -0.017	 00943.bin	
944	 692.644	 -1	 1	 1-1	 5	 0.003	 -0.008	 00944.bin	
945	 693.031	 -1	 1	 1-1	 5	 -0.001	 -0.013	 00945.bin	
946	 693.418	 -1	 1	 1-1	 5	 0.008	 -0.003	 00946.bin	
947	 693.805	 -1	 1	 1-1	 5	 0.016	 -0.004	 00947.bin	
948	 694.192	 -1	 1	 1-4	 5	 0.006	 -0.013	 00948.bin	
949	 694.579	 -1	 1	 1-4	 5	 0.007	 -0.003	 00949.bin	
950	 694.966	 -1	 1	 1-4	 5	 -0.007	 -0.012	 00950.bin	
951	 695.353	 -1	 1	 1-1	 5	 0.004	 -0.015	 00951.bin	
952	 695.739	 -1	 2	 2-5	 5	 0.017	 -0.017	 00952.bin	
953	 696.127	 -1	 2	 2-5	 5	 -0.013	 -0.015	 00953.bin	
954	 696.514	 -1	 2	 2-5	 5	 0.001	 -0.012	 00954.bin	
955	 696.901	 -1	 2	 2-5	 5	 0.011	 -0.013	 00955.bin	
956	 697.288	 -1	 2	 2-5	 5	 -0.001	 -0.015	 00956.bin	
957	 697.675	 -1	 2	 2-5	 5	 0.013	 -0.012	 00957.bin	
958	 698.062	 -1	 2	 2-5	 5	 0.005	 -0.004	 00958.bin	
959	 698.449	 -1	 2	 2-5	 5	 0.003	 -0.008	 00959.bin	
960	 698.836	 -1	 2	 2-5	 5	 0.000	 -0.020	 00960.bin	
961	 699.223	 -1	 2	 2-1	 5	 0.006	 -0.015	 00961.bin	
962	 699.609	 -1	 2	 2-5	 5	 0.027	 -0.012	 00962.bin	
963	 699.997	 -1	 2	 2-5	 5	 0.001	 -0.010	 00963.bin	
964	 700.384	 -1	 2	 2-5	 5	 0.006	 -0.010	 00964.bin	
965	 700.771	 -1	 2	 2-5	 5	 0.007	 -0.017	 00965.bin	
966	 701.158	 -1	 2	 2-5	 5	 0.031	 -0.015	 00966.bin	
967	 701.545	 -1	 2	 2-5	 5	 -0.009	 -0.014	 00967.bin	
968	 701.931	 -1	 2	 2-5	 5	 0.003	 -0.015	 00968.bin	
969	 702.319	 -1	 2	 2-1	 5	 0.016	 -0.011	 00969.bin	
970	 702.705	 -1	 2	 2-5	 5	 0.007	 -0.011	 00970.bin	
971	 703.093	 -1	 2	 2-5	 5	 -0.009	 -0.006	 00971.bin	
972	 703.480	 -1	 2	 2-5	 5	 0.000	 -0.014	 00972.bin	
973	 703.866	 -1	 2	 2-1	 5	 0.026	 -0.013	 00973.bin	
974	 704.253	 -1	 2	 2-5	 5	 -0.007	 -0.014	 00974.bin	
975	 704.641	 -1	 2	 2-1	 5	 0.006	 -0.015	 00975.bin	
976	 705.028	 -1	 2	 2-5	 5	 -0.001	 -0.008	 00976.bin	
977	 705.414	 -1	 2	 2-5	 5	 0.019	 -0.008	 00977.bin	
978	 705.801	 -1	 2	 2-1	 5	 0.027	 -0.022	 00978.bin	
979	 706.188	 -1	 2	 2-5	 5	 0.018	 -0.009	 00979.bin	
980	 706.575	 -1	 2	 2-1	 5	 -0.001	 -0.007	 00980.bin	
981	 706.963	 -1	 2	 2-5	 5	 -0.019	 -0.012	 00981.bin	
982	 707.349	 -1	 2	 2-5	 5	 0.010	 -0.012	 00982.bin	
983	 707.737	 -1	 2	 2-5	 5	 -0.006	 -0.023	 00983.bin	
984	 708.123	 -1	 2	 2-5	 5	 0.001	 -0.012	 00984.bin	
985	 708.511	 -1	 2	 2-5	 5	 0.004	 -0.017	 00985.bin	
986	 708.897	 -1	 2	 2-1	 5	 -0.008	 -0.016	 00986.bin	
987	 709.284	 -1	 2	 2-5	 5	 0.007	 -0.026	 00987.bin	
988	 709.671	 -1	 2	 2-1	 5	 -0.006	 -0.032	 00988.bin	
989	 710.058	 -1	 2	 2-5	 5	 0.020	 -0.008	 00989.bin	
990	 710.445	 -1	 2	 2-1	 5	 0.013	 -0.005	 00990.bin	
